retailer,country,country_iso,account,site_type,product_id,product_title,product_description,oem,model_and_series,processor_brand,processor_series,processor_model,processor_number,processor_generation,graphics_card,form_factor,screen_size,screen_type,ram_gb,storage_gb,storage_type,operating_system,original_price_local,selling_price_local,usd_original_price,usd_selling_price,discount_amount_local,discount_pct,currency,price_history,availability,product_url,feed_timestamp,feed_date
Coupang - KR,South Korea,KR,Coupang - KR,3P Marketplace,SKU-KR-0029,MSI Modern 14 - AMD Ryzen 9 7945HX (Laptop),,MSI,Modern 14,AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1033,1033,1033,1033,0,0,USD,,InStock,https://www.coupang.com/products/msi-modern-14-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Coupang - KR,South Korea,KR,Coupang - KR,3P Marketplace,SKU-KR-0030,"Apple MacBook Air 13"" M3 - Snapdragon X Elite X1E-80-100 (Desktop PC)",,Apple,"MacBook Air 13"" M3",Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1080,950,1080,950,130,12,USD,,InStock,https://www.coupang.com/products/apple-macbook-air-13-m3-snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0001,HP Spectre x360 16 - AMD Ryzen 5 7520U (Laptop),,HP,Spectre x360 16,AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2006,2006,2006,2006,0,0,USD,,InStock,https://www.gmarket.co.kr/products/hp-spectre-x360-16-amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0002,Lenovo Yoga 7i 2-in-1 - Apple M3 M3 (Laptop),,Lenovo,Yoga 7i 2-in-1,Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2053,2053,2053,2053,0,0,USD,,InStock,https://www.gmarket.co.kr/products/lenovo-yoga-7i-2-in-1-apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0003,ASUS ROG Zephyrus G16 - Intel Core Ultra 5 125H (Laptop),,ASUS,ROG Zephyrus G16,Intel,Intel Core Ultra 5,Intel Core Ultra 5,125H,14th Gen / Meteor Lake,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,2100,1848,2100,1848,252,12,USD,,InStock,https://www.gmarket.co.kr/products/asus-rog-zephyrus-g16-intel-core-ultra-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0004,Acer Nitro 16 - Intel Core i5 1335U (Laptop),,Acer,Nitro 16,Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2147,2147,2147,2147,0,0,USD,,InStock,https://www.gmarket.co.kr/products/acer-nitro-16-intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0005,Samsung Galaxy Book4 360 - AMD Ryzen 7 7840HS (Laptop),,Samsung,Galaxy Book4 360,AMD,AMD Ryzen 7,AMD Ryzen 7,7840HS,Zen 4 / Phoenix,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2194,1799,2194,1799,395,18,USD,,InStock,https://www.gmarket.co.kr/products/samsung-galaxy-book4-360-amd-ryzen-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0006,MSI Stealth 16 AI Studio - Apple M3 Pro M3 Pro (Desktop PC),,MSI,Stealth 16 AI Studio,Apple,Apple M3 Pro,Apple M3 Pro,M3 Pro,3nm Apple Silicon,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,2241,1972,2241,1972,269,12,USD,,InStock,https://www.gmarket.co.kr/products/msi-stealth-16-ai-studio-apple-m3-pro,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0007,"Apple MacBook Air 15"" M3 - Intel Core Ultra 7 155H (Laptop)",,Apple,"MacBook Air 15"" M3",Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2288,2288,2288,2288,0,0,USD,,InStock,https://www.gmarket.co.kr/products/apple-macbook-air-15-m3-intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0008,Dell XPS 16 (9640) - Intel Core i7 13700H (Laptop),,Dell,XPS 16 (9640),Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2335,2335,2335,2335,0,0,USD,,InStock,https://www.gmarket.co.kr/products/dell-xps-16-9640--intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0009,HP Envy x360 15 - Intel Core 7 150U (Laptop),,HP,Envy x360 15,Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,2382,2096,2382,2096,286,12,USD,,InStock,https://www.gmarket.co.kr/products/hp-envy-x360-15-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0010,Lenovo IdeaPad Slim 5 - AMD Ryzen 9 7945HX (Laptop),,Lenovo,IdeaPad Slim 5,AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2429,1992,2429,1992,437,18,USD,,InStock,https://www.gmarket.co.kr/products/lenovo-ideapad-slim-5-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,,ASUS ROG Strix SCAR 18 - Snapdragon X Elite X1E-80-100 (Laptop),,ASUS,ROG Strix SCAR 18,Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2476,2476,2476,2476,0,0,USD,,InStock,https://www.gmarket.co.kr/products/asus-rog-strix-scar-18-snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0012,Acer TravelMate P6 - Intel Core Ultra 9 185H (Desktop PC),,Acer,TravelMate P6,Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,2523,2220,2523,2220,303,12,USD,,InStock,https://www.gmarket.co.kr/products/acer-travelmate-p6-intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0013,Samsung Galaxy Book4 Ultra - Intel Core i9 14900HX (Laptop),,Samsung,Galaxy Book4 Ultra,Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2570,2570,2570,2570,0,0,USD,,InStock,https://www.gmarket.co.kr/products/samsung-galaxy-book4-ultra-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0014,MSI Modern 14 - AMD Ryzen 5 7520U (Laptop),,MSI,Modern 14,AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2617,2617,2617,2617,0,0,USD,,InStock,https://www.gmarket.co.kr/products/msi-modern-14-amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0015,"Apple MacBook Air 15"" M3 - Apple M3 M3 (Laptop)",,Apple,"MacBook Air 15"" M3",Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,2664,2344,2664,2344,320,12,USD,,InStock,https://www.gmarket.co.kr/products/apple-macbook-air-15-m3-apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0016,Dell Inspiron 15 (3520) - Intel Core Ultra 5 125H (Laptop),,Dell,Inspiron 15 (3520),Intel,Intel Core Ultra 5,Intel Core Ultra 5,125H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2711,2711,2711,2711,0,0,USD,,InStock,https://www.gmarket.co.kr/products/dell-inspiron-15-3520--intel-core-ultra-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0017,HP Pavilion Plus 14 - Intel Core i5 1335U (Laptop),,HP,Pavilion Plus 14,Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2758,2758,2758,2758,0,0,USD,,InStock,https://www.gmarket.co.kr/products/hp-pavilion-plus-14-intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0018,Lenovo Legion Pro 7i - AMD Ryzen 7 7840HS (Desktop PC),,Lenovo,Legion Pro 7i,AMD,AMD Ryzen 7,AMD Ryzen 7,7840HS,Zen 4 / Phoenix,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,605,532,605,532,73,12,USD,,InStock,https://www.gmarket.co.kr/products/lenovo-legion-pro-7i-amd-ryzen-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0019,ASUS TUF Gaming A15 - Apple M3 Pro M3 Pro (Laptop),,ASUS,TUF Gaming A15,Apple,Apple M3 Pro,Apple M3 Pro,M3 Pro,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,652,652,652,652,0,0,USD,,InStock,https://www.gmarket.co.kr/products/asus-tuf-gaming-a15-apple-m3-pro,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0020,Acer Spin 5 - Intel Core Ultra 7 155H (Laptop),,Acer,Spin 5,Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,699,573,699,573,126,18,USD,,InStock,https://www.gmarket.co.kr/products/acer-spin-5-intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0021,Samsung Galaxy Book4 Pro - Intel Core i7 13700H (Laptop),,Samsung,Galaxy Book4 Pro,Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,746,656,746,656,90,12,USD,,InStock,https://www.gmarket.co.kr/products/samsung-galaxy-book4-pro-intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,,MSI Raider GE78 HX - Intel Core 7 150U (Laptop),,MSI,Raider GE78 HX,Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,793,793,793,793,0,0,USD,,InStock,https://www.gmarket.co.kr/products/msi-raider-ge78-hx-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0023,"Apple MacBook Air 15"" M3 - AMD Ryzen 9 7945HX (Laptop)",,Apple,"MacBook Air 15"" M3",AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,840,840,840,840,0,0,USD,,InStock,https://www.gmarket.co.kr/products/apple-macbook-air-15-m3-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0024,Dell Inspiron 16 Plus (7640) - Snapdragon X Elite X1E-80-100 (Desktop PC),,Dell,Inspiron 16 Plus (7640),Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,887,781,887,781,106,12,USD,,InStock,https://www.gmarket.co.kr/products/dell-inspiron-16-plus-7640--snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
Gmarket - KR,South Korea,KR,Gmarket - KR,3P Marketplace,SKU-KR-0025,HP OMEN 16 Transcend - Intel Core Ultra 9 185H (Laptop),,HP,OMEN 16 Transcend,Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,934,766,934,766,168,18,USD,,InStock,https://www.gmarket.co.kr/products/hp-omen-16-transcend-intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0001,Dell XPS 16 (9640) - Intel Core Ultra 7 155H (Laptop),,Dell,XPS 16 (9640),Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2095,2095,2095,2095,0,0,USD,,InStock,https://www.komputronik.pl/products/dell-xps-16-9640--intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0002,HP Envy x360 15 - Intel Core i7 13700H (Laptop),,HP,Envy x360 15,Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2142,2142,2142,2142,0,0,USD,,InStock,https://www.komputronik.pl/products/hp-envy-x360-15-intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0003,Lenovo IdeaPad Slim 5 - Intel Core 7 150U (Laptop),,Lenovo,IdeaPad Slim 5,Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,2189,1926,2189,1926,263,12,USD,,InStock,https://www.komputronik.pl/products/lenovo-ideapad-slim-5-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0004,ASUS ROG Strix SCAR 18 - AMD Ryzen 9 7945HX (Laptop),,ASUS,ROG Strix SCAR 18,AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2236,2236,2236,2236,0,0,USD,,InStock,https://www.komputronik.pl/products/asus-rog-strix-scar-18-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0005,Acer TravelMate P6 - Snapdragon X Elite X1E-80-100 (Laptop),,Acer,TravelMate P6,Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2283,1872,2283,1872,411,18,USD,,InStock,https://www.komputronik.pl/products/acer-travelmate-p6-snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0006,Samsung Galaxy Book4 Pro - Intel Core Ultra 9 185H (Desktop PC),,Samsung,Galaxy Book4 Pro,Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,2330,2050,2330,2050,280,12,USD,,InStock,https://www.komputronik.pl/products/samsung-galaxy-book4-pro-intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0007,MSI Raider GE78 HX - Intel Core i9 14900HX (Laptop),,MSI,Raider GE78 HX,Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2377,2377,2377,2377,0,0,USD,,InStock,https://www.komputronik.pl/products/msi-raider-ge78-hx-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0008,"Apple MacBook Pro 14"" M3 - AMD Ryzen 5 7520U (Laptop)",,Apple,"MacBook Pro 14"" M3",AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2424,2424,2424,2424,0,0,USD,,InStock,https://www.komputronik.pl/products/apple-macbook-pro-14-m3-amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0009,Dell Inspiron 15 (3520) - Apple M3 M3 (Laptop),,Dell,Inspiron 15 (3520),Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,2471,2174,2471,2174,297,12,USD,,InStock,https://www.komputronik.pl/products/dell-inspiron-15-3520--apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0010,HP Pavilion Plus 14 - Intel Core Ultra 5 125H (Laptop),,HP,Pavilion Plus 14,Intel,Intel Core Ultra 5,Intel Core Ultra 5,125H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2518,2065,2518,2065,453,18,USD,,InStock,https://www.komputronik.pl/products/hp-pavilion-plus-14-intel-core-ultra-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,,Lenovo Legion Pro 7i - Intel Core i5 1335U (Laptop),,Lenovo,Legion Pro 7i,Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2565,2565,2565,2565,0,0,USD,,InStock,https://www.komputronik.pl/products/lenovo-legion-pro-7i-intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0012,ASUS TUF Gaming A15 - AMD Ryzen 7 7840HS (Desktop PC),,ASUS,TUF Gaming A15,AMD,AMD Ryzen 7,AMD Ryzen 7,7840HS,Zen 4 / Phoenix,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,2612,2299,2612,2299,313,12,USD,,InStock,https://www.komputronik.pl/products/asus-tuf-gaming-a15-amd-ryzen-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0013,Acer Spin 5 - Apple M3 Pro M3 Pro (Laptop),,Acer,Spin 5,Apple,Apple M3 Pro,Apple M3 Pro,M3 Pro,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2659,2659,2659,2659,0,0,USD,,InStock,https://www.komputronik.pl/products/acer-spin-5-apple-m3-pro,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0014,Samsung Galaxy Book4 360 - Intel Core Ultra 7 155H (Laptop),,Samsung,Galaxy Book4 360,Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,2706,2706,2706,2706,0,0,USD,,InStock,https://www.komputronik.pl/products/samsung-galaxy-book4-360-intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0015,MSI Prestige 16 AI Evo - Intel Core i7 13700H (Laptop),,MSI,Prestige 16 AI Evo,Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,2753,2423,2753,2423,330,12,USD,,InStock,https://www.komputronik.pl/products/msi-prestige-16-ai-evo-intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0016,"Apple MacBook Pro 14"" M3 - Intel Core 7 150U (Laptop)",,Apple,"MacBook Pro 14"" M3",Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,600,600,600,600,0,0,USD,,InStock,https://www.komputronik.pl/products/apple-macbook-pro-14-m3-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0017,Dell Inspiron 16 Plus (7640) - AMD Ryzen 9 7945HX (Laptop),,Dell,Inspiron 16 Plus (7640),AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,647,647,647,647,0,0,USD,,InStock,https://www.komputronik.pl/products/dell-inspiron-16-plus-7640--amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0018,HP OMEN 16 Transcend - Snapdragon X Elite X1E-80-100 (Desktop PC),,HP,OMEN 16 Transcend,Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,694,611,694,611,83,12,USD,,InStock,https://www.komputronik.pl/products/hp-omen-16-transcend-snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0019,Lenovo ThinkBook 16 Gen 6 - Intel Core Ultra 9 185H (Laptop),,Lenovo,ThinkBook 16 Gen 6,Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,741,741,741,741,0,0,USD,,InStock,https://www.komputronik.pl/products/lenovo-thinkbook-16-gen-6-intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0020,ASUS ExpertBook B9 - Intel Core i9 14900HX (Laptop),,ASUS,ExpertBook B9,Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,788,646,788,646,142,18,USD,,InStock,https://www.komputronik.pl/products/asus-expertbook-b9-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Komputronik - PL,Poland,PL,Komputronik - PL,1P Retailer,SKU-PL-0021,Acer Swift Go 14 AI - AMD Ryzen 5 7520U (Laptop),,Acer,Swift Go 14 AI,AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,835,735,835,735,100,12,USD,,InStock,https://www.komputronik.pl/products/acer-swift-go-14-ai-amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
